box_id,provider,raw_feature_count,road_count,road_length_km,selected_zoom,tile_count,tile_workers,sidewalk_count,sidewalk_length_km,sidewalk_density_km_per_km2,crossing_count,crossing_length_km,kerb_count,protoblock_count,protoblock_area_km2,unpolygonized_road_feature_count,unpolygonized_road_length_km,road_boundary_coverage_pct,topology_undershoots_repaired,topology_overshoots_removed,topology_remaining_eligible_endpoints,duration_topology_normalization_s,topology_generation_pct,poi_count,duration_fetch_s,duration_generate_s,duration_total_s,error
1,protomaps,356,67,21.105448058670646,15.0,2.0,2.0,164,26.86932544345172,26.86932544346267,545,3.0487025683587423,1090,64,1.0,116,7.033788360577823,66.67311520217565,36,44,0.0,0.10730925800089608,4.017467134549661,122,8.448377847671509,2.671067476272583,11.119445323944092,
1,osmnx,1530,250,24.753319205549282,,,,101,21.828668663054508,21.8286686630634,333,1.8538644778830426,666,51,1.0000000000000002,224,10.927589371767805,55.854044134339674,0,0,,0.0,0.0,1235,20.16587781906128,1.753427505493164,21.919305324554443,
